pathway	individual label	individual uri	inferred_type
Glycosphingolipid_metabolism	Glycosphingolipid metabolism	<http://model.geneontology.org/1915829934>	<http://purl.obolibrary.org/obo/GO_0001575>
Glycosphingolipid_metabolism	Glycosphingolipid metabolism	<http://model.geneontology.org/1915829934>	<http://purl.obolibrary.org/obo/GO_1902652>
Glycosphingolipid_metabolism	Glycosphingolipid metabolism	<http://model.geneontology.org/1915829934>	<http://purl.obolibrary.org/obo/GO_0046034>
Glycosphingolipid_metabolism	Glycosphingolipid metabolism	<http://model.geneontology.org/1915829934>	<http://purl.obolibrary.org/obo/GO_0046478>
Glycosphingolipid_metabolism	Glycosphingolipid metabolism	<http://model.geneontology.org/1915829934>	<http://purl.obolibrary.org/obo/GO_0042180>
Glycosphingolipid_metabolism	Glycosphingolipid metabolism	<http://model.geneontology.org/1915829934>	<http://purl.obolibrary.org/obo/GO_0043436>
Glycosphingolipid_metabolism	Glycosphingolipid metabolism	<http://model.geneontology.org/1915829934>	<http://purl.obolibrary.org/obo/GO_0046048>
Glycosphingolipid_metabolism	Glycosphingolipid metabolism	<http://model.geneontology.org/1915829934>	<http://purl.obolibrary.org/obo/GO_0006734>
Glycosphingolipid_metabolism	ESYT1:ESYT2:ESYT3	<http://model.geneontology.org/62903887>	<http://purl.obolibrary.org/obo/GO_1990351>
Glycosphingolipid_metabolism	GBA:SAPC	<http://model.geneontology.org/1095032143>	<http://purl.obolibrary.org/obo/GO_1902494>
Glycosphingolipid_metabolism	BGAL	<http://model.geneontology.org/494042524>	<http://purl.obolibrary.org/obo/GO_0009341>
Glycosphingolipid_metabolism	BGAL	<http://model.geneontology.org/-908086632>	<http://purl.obolibrary.org/obo/GO_0009341>
Glycosphingolipid_metabolism	bHEX	<http://model.geneontology.org/-551043113>	<http://purl.obolibrary.org/obo/GO_1905379>
Glycosphingolipid_metabolism	SMPD2,3:Mg2+	<http://model.geneontology.org/-493255281>	<http://purl.obolibrary.org/obo/GO_1902494>
Glycosphingolipid_metabolism	ASAH2-like proteins	<http://model.geneontology.org/-1100123024>	<http://purl.obolibrary.org/obo/GO_1902494>
Glycosphingolipid_metabolism	HEXA,B	<http://model.geneontology.org/-886322163>	<http://purl.obolibrary.org/obo/GO_1905379>
Signaling_by_SCF-KIT	KIT:sSCF dimer:KIT	<http://model.geneontology.org/-1378436237>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	SHP2:SFKs:p-KIT:sSCF dimer:p-KIT	<http://model.geneontology.org/888793679>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0005525>
Signaling_by_SCF-KIT	RAS GEFs promote RAS nucleotide exchange	<http://model.geneontology.org/-983022324>	<http://purl.obolibrary.org/obo/GO_0044877>
Signaling_by_SCF-KIT	JAK2:SFKS:p-KIT complex	<http://model.geneontology.org/-1554570509>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	Activation of RAC1	<http://model.geneontology.org/-983053914>	<http://purl.obolibrary.org/obo/GO_0005525>
Signaling_by_SCF-KIT	SFKs:p-KIT complex	<http://model.geneontology.org/862510126>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	Activation of RAS by p-KIT bound SOS1	<http://model.geneontology.org/-983053883>	<http://purl.obolibrary.org/obo/GO_0005525>
Signaling_by_SCF-KIT	Activation of RAS by p-KIT bound SOS1	<http://model.geneontology.org/-983053883>	<http://purl.obolibrary.org/obo/GO_0044877>
Signaling_by_SCF-KIT	Activator:PI3K	<http://model.geneontology.org/-1949238502>	<http://purl.obolibrary.org/obo/GO_0005942>
Signaling_by_SCF-KIT	GAB2:GRB2:p-SHP2:p-KIT complex	<http://model.geneontology.org/136514464>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	Endopeptidases for SCF processing	<http://model.geneontology.org/-380898595>	<http://purl.obolibrary.org/obo/GO_1905369>
Signaling_by_SCF-KIT	KIT:sSCF dimer:KIT	<http://model.geneontology.org/1059840403>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	GAB2:GRB2:p-SHP2:p-KIT complex	<http://model.geneontology.org/1155245446>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	p-JAK2:SFKs:p-KIT complex:STATs	<http://model.geneontology.org/-1242857005>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	SHP2:SFKs:p-KIT:sSCF dimer:p-KIT	<http://model.geneontology.org/-304272073>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	JAK2:SFKS:p-KIT complex	<http://model.geneontology.org/1463822867>	<http://purl.obolibrary.org/obo/GO_1902911>
Signaling_by_SCF-KIT	GRB2:SOS1:p-KIT complex	<http://model.geneontology.org/969087178>	<http://purl.obolibrary.org/obo/GO_1905742>
Signaling_by_SCF-KIT	PI3K:p-KIT:sSCF dimer:p-KIT,PI3K:p(Y)-GAB2:GRB2:p-SHP2:p-KIT complex	<http://model.geneontology.org/159110502>	<http://purl.obolibrary.org/obo/GO_0005942>
Signaling_by_SCF-KIT	p-JAK2:SFKs:p-KIT complex:STATs	<http://model.geneontology.org/-1989938381>	<http://purl.obolibrary.org/obo/GO_1902911>
Biosynthesis_of_DPAn-3-derived_13-series_resolvins	Biosynthesis of DPAn-3-derived 13-series resolvins	<http://model.geneontology.org/1915829788>	<http://purl.obolibrary.org/obo/GO_0072592>
Initiation_of_Nuclear_Envelope_Reformation	PP2A (Aalpha:B55alpha:Calpha)	<http://model.geneontology.org/-1571193076>	<http://purl.obolibrary.org/obo/GO_0008287>
Transcriptional_regulation_by_RUNX2	RUNX2 binds BAX gene promoter	<http://model.geneontology.org/-410859168>	<http://purl.obolibrary.org/obo/GO_0098772>
Transcriptional_regulation_by_RUNX2	RUNX2:CBFB	<http://model.geneontology.org/-1885090748>	<http://purl.obolibrary.org/obo/GO_1902554>
Transcriptional_regulation_by_RUNX2	RUNX2:CBFB	<http://model.geneontology.org/720161993>	<http://purl.obolibrary.org/obo/GO_1902554>
Transcriptional_regulation_by_RUNX2	Active AKT	<http://model.geneontology.org/-1124026809>	<http://purl.obolibrary.org/obo/GO_1902554>
Transcriptional_regulation_by_RUNX2	RUNX2 binds CDKN1A gene promoter	<http://model.geneontology.org/-410859315>	<http://purl.obolibrary.org/obo/GO_0098772>
Transcriptional_regulation_by_RUNX2	CCND1:CDK4	<http://model.geneontology.org/1573130185>	<http://purl.obolibrary.org/obo/GO_0000307>
Transcriptional_regulation_by_RUNX2	RUNX2:CBFB	<http://model.geneontology.org/1493743716>	<http://purl.obolibrary.org/obo/GO_0000307>
Transcriptional_regulation_by_RUNX2	RUNX2:CBFB	<http://model.geneontology.org/1522372867>	<http://purl.obolibrary.org/obo/GO_0000307>
Transcriptional_regulation_by_RUNX2	p-T,Y MAPK dimers	<http://model.geneontology.org/-1709122198>	<http://purl.obolibrary.org/obo/GO_1902554>
Transcriptional_regulation_by_RUNX2	CCNB1:p-T161-CDK1	<http://model.geneontology.org/-1616162979>	<http://purl.obolibrary.org/obo/GO_0000307>
Amyloid_fiber_formation	SIAH1,SIAH2:UBE2L6:Ubiquitin:SNCA	<http://model.geneontology.org/2016946263>	<http://purl.obolibrary.org/obo/GO_1990234>
Amyloid_fiber_formation	USP9X:Ub-SNCA	<http://model.geneontology.org/1707354192>	<http://purl.obolibrary.org/obo/GO_1905368>
Amyloid_fiber_formation	SIAH1,SIAH2:UBE2L6:Ubiquitin:SNCA	<http://model.geneontology.org/-1713446097>	<http://purl.obolibrary.org/obo/GO_1990234>
Amyloid_fiber_formation	NAT8, 8B	<http://model.geneontology.org/1403397196>	<http://purl.obolibrary.org/obo/GO_1902493>
Amyloid_fiber_formation	PARK2:SNCAIP	<http://model.geneontology.org/-176282939>	<http://purl.obolibrary.org/obo/GO_1990234>
Amyloid_fiber_formation	SIAH1, SIAH2:SNCAIP	<http://model.geneontology.org/-1320958940>	<http://purl.obolibrary.org/obo/GO_1990234>
Amyloid_fiber_formation	USP9X:Ub-SNCA	<http://model.geneontology.org/-625839466>	<http://purl.obolibrary.org/obo/GO_1905368>
Interleukin-10_signaling	IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2:STAT3	<http://model.geneontology.org/221518073>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-10_signaling	IL10 dimer:2xIL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2	<http://model.geneontology.org/1888451380>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-10_signaling	IL10 dimer:2xIL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2	<http://model.geneontology.org/1888451380>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-10_signaling	IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2:STAT3	<http://model.geneontology.org/-1991637043>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-10_signaling	IL10 ligand/receptor complex	<http://model.geneontology.org/2106135316>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-10_signaling	IL10 ligand/receptor complex	<http://model.geneontology.org/-149674350>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-10_signaling	IL10 dimer:2xIL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2	<http://model.geneontology.org/-1503014286>	<http://purl.obolibrary.org/obo/GO_1902911>
Interleukin-10_signaling	IL10 dimer:2xIL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2	<http://model.geneontology.org/-1503014286>	<http://purl.obolibrary.org/obo/GO_0043235>
Interleukin-10_signaling	p-Y-JAK1,p-Y-TYK2 phosphorylate IL10RA	<http://model.geneontology.org/-982936858>	<http://purl.obolibrary.org/obo/GO_0016502>
Interleukin-10_signaling	p-Y705-STAT3 dimer translocates from cytosol to nucleoplasm	<http://model.geneontology.org/-982936853>	<http://purl.obolibrary.org/obo/GO_0098772>
Processive_synthesis_on_the_lagging_strand	DNA Polymerase delta tetramer	<http://model.geneontology.org/698408110>	<http://purl.obolibrary.org/obo/GO_0042575>
SLIT2:ROBO1_increases_RHOA_activity	SLIT2-bound ROBO1 binds MYO9B	<http://model.geneontology.org/-983080976>	<http://purl.obolibrary.org/obo/GO_0098772>
Mtb_iron_assimilation_by_chelation	Mycobactin:Fe3+	<http://model.geneontology.org/1763387412>	<http://purl.obolibrary.org/obo/GO_1902495>
Mtb_iron_assimilation_by_chelation	IrtAB:Rv2895c	<http://model.geneontology.org/-2123815984>	<http://purl.obolibrary.org/obo/GO_1902495>
Mtb_iron_assimilation_by_chelation	IrtAB:Rv2895c	<http://model.geneontology.org/374199953>	<http://purl.obolibrary.org/obo/GO_1902494>
Mtb_iron_assimilation_by_chelation	Mycobactin:Fe3+	<http://model.geneontology.org/1545703476>	<http://purl.obolibrary.org/obo/GO_1902494>
Separation_of_Sister_Chromatids	CDC20:p-APC/C	<http://model.geneontology.org/1572985287>	<http://purl.obolibrary.org/obo/GO_1990234>
Separation_of_Sister_Chromatids	Securin sequesters Separase	<http://model.geneontology.org/-982995262>	<http://purl.obolibrary.org/obo/GO_0004857>
Separation_of_Sister_Chromatids	Cleaved Cohesin:PDS5:WAPAL	<http://model.geneontology.org/1673753344>	<http://purl.obolibrary.org/obo/GO_0000118>
Separation_of_Sister_Chromatids	26S proteasome	<http://model.geneontology.org/-576543873>	<http://purl.obolibrary.org/obo/GO_1905369>
Separation_of_Sister_Chromatids	HDAC8	<http://model.geneontology.org/-1803805676>	<http://purl.obolibrary.org/obo/GO_0000118>
Separation_of_Sister_Chromatids	CDC20:pAPC/C:K11polyUb-PTTG1	<http://model.geneontology.org/-1532794272>	<http://purl.obolibrary.org/obo/GO_1905369>
Separation_of_Sister_Chromatids	CDC20:p-APC/C:PTTG1	<http://model.geneontology.org/-1315110336>	<http://purl.obolibrary.org/obo/GO_1990234>
Zinc_influx_into_cells_by_the_SLC39_gene_family	ZIP6/ZIP14	<http://model.geneontology.org/-2140186727>	<http://purl.obolibrary.org/obo/GO_1902495>
Zinc_influx_into_cells_by_the_SLC39_gene_family	hZIP1-4	<http://model.geneontology.org/-542449475>	<http://purl.obolibrary.org/obo/GO_1902495>
Zinc_influx_into_cells_by_the_SLC39_gene_family	SLC39A8-like proteins	<http://model.geneontology.org/1061228834>	<http://purl.obolibrary.org/obo/GO_1902495>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	Thrombin activated PAR:G12/13 (inactive)	<http://model.geneontology.org/2053820351>	<http://purl.obolibrary.org/obo/GO_0043235>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	G-protein alpha (q/11): GTP	<http://model.geneontology.org/1405705333>	<http://purl.obolibrary.org/obo/GO_1905360>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	Thrombin-activated PAR:Gq (inactive)	<http://model.geneontology.org/59475108>	<http://purl.obolibrary.org/obo/GO_0043235>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	Thrombin-activated PAR	<http://model.geneontology.org/-1855143599>	<http://purl.obolibrary.org/obo/GO_0043235>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	G-protein alpha (12/13):GTP	<http://model.geneontology.org/-1469976746>	<http://purl.obolibrary.org/obo/GO_1905360>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	G-protein alpha (12/13):GTP	<http://model.geneontology.org/-1375427696>	<http://purl.obolibrary.org/obo/GO_1905360>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	G12/13 activation by PAR	<http://model.geneontology.org/-410889075>	<http://purl.obolibrary.org/obo/GO_0016502>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	Activated PAR1:Beta-arrestin-1:Activated Src:ERK	<http://model.geneontology.org/-1416525177>	<http://purl.obolibrary.org/obo/GO_1902911>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	G-protein alpha (q/11): GTP	<http://model.geneontology.org/1075810769>	<http://purl.obolibrary.org/obo/GO_1905360>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	Gq activation by PAR	<http://model.geneontology.org/-410889078>	<http://purl.obolibrary.org/obo/GO_0016502>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	Activated PAR1:Beta-arrestin-1:Activated Src:ERK	<http://model.geneontology.org/586899199>	<http://purl.obolibrary.org/obo/GO_1902911>
Thrombin_signalling_through_proteinase_activated_receptors_(PARs)	Thrombin-activated PAR	<http://model.geneontology.org/1343936916>	<http://purl.obolibrary.org/obo/GO_0043235>
Budding_and_maturation_of_HIV_virion	Recruitment Of HIV Virion Budding Machinery	<http://model.geneontology.org/-982903964>	<http://purl.obolibrary.org/obo/GO_0098772>
Budding_and_maturation_of_HIV_virion	Immature HIV virion	<http://model.geneontology.org/-1917174989>	<http://purl.obolibrary.org/obo/GO_1905368>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1 binds intron 1 of IL2RA (CD25) gene	<http://model.geneontology.org/-410880394>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1 binds to TNFRSF18 (GITR) gene promoter and intron 1	<http://model.geneontology.org/-410880367>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1 and NFATC2 bind the IL2 gene promoter	<http://model.geneontology.org/-410880400>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	FOXP3 in complex with RUNX1 binds the CTLA4 gene promoter	<http://model.geneontology.org/-410880369>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1 and FOXP3 bind the IFNG gene	<http://model.geneontology.org/-410880396>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1 binds the promoter of the CTLA4 gene	<http://model.geneontology.org/-410880370>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1:CBFB binds FOXP3 gene	<http://model.geneontology.org/-410880403>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1 binds the CR1 gene promoter	<http://model.geneontology.org/-410880364>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1 binds the IFNG promoter	<http://model.geneontology.org/-410880397>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	FOXP3 in complex with RUNX1 binds intron 1 of the IL2RA (CD25) gene	<http://model.geneontology.org/-410880372>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	FOXP3 in complex with RUNX1 binds to the TNFRSF18 (GITR) gene intron 1	<http://model.geneontology.org/-410880366>	<http://purl.obolibrary.org/obo/GO_0098772>
RUNX1_and_FOXP3_control_the_development_of_regulatory_T_lymphocytes_(Tregs)	RUNX1, FOXP3 and NFATC2 bind the IL2 gene promoter	<http://model.geneontology.org/-410880399>	<http://purl.obolibrary.org/obo/GO_0098772>
Mineralocorticoid_biosynthesis	3-beta-HSD	<http://model.geneontology.org/-601151124>	<http://purl.obolibrary.org/obo/GO_1902494>
Mineralocorticoid_biosynthesis	3-beta-HSD	<http://model.geneontology.org/1195800235>	<http://purl.obolibrary.org/obo/GO_1902494>
Mineralocorticoid_biosynthesis	Mineralocorticoid biosynthesis	<http://model.geneontology.org/2140010939>	<http://purl.obolibrary.org/obo/GO_0008211>
Mineralocorticoid_biosynthesis	Mineralocorticoid biosynthesis	<http://model.geneontology.org/2140010939>	<http://purl.obolibrary.org/obo/GO_0006739>
Mineralocorticoid_biosynthesis	Mineralocorticoid biosynthesis	<http://model.geneontology.org/2140010939>	<http://purl.obolibrary.org/obo/GO_0072592>
Mineralocorticoid_biosynthesis	Mineralocorticoid biosynthesis	<http://model.geneontology.org/2140010939>	<http://purl.obolibrary.org/obo/GO_0032341>
Mineralocorticoid_biosynthesis	Mineralocorticoid biosynthesis	<http://model.geneontology.org/2140010939>	<http://purl.obolibrary.org/obo/GO_0042448>
Mineralocorticoid_biosynthesis	Mineralocorticoid biosynthesis	<http://model.geneontology.org/2140010939>	<http://purl.obolibrary.org/obo/GO_0006734>
RA_biosynthesis_pathway	ALDH1A1,2,3 tetramers	<http://model.geneontology.org/1554738984>	<http://purl.obolibrary.org/obo/GO_1902494>
RA_biosynthesis_pathway	RDH5(24-318), RDH11	<http://model.geneontology.org/256530361>	<http://purl.obolibrary.org/obo/GO_1902494>
RA_biosynthesis_pathway	RDH11,14,DHRS3,DHRS4	<http://model.geneontology.org/-1318250008>	<http://purl.obolibrary.org/obo/GO_1902494>
RA_biosynthesis_pathway	RDH10,16,DHRS9,RDHE2	<http://model.geneontology.org/-1134426786>	<http://purl.obolibrary.org/obo/GO_1902494>
RA_biosynthesis_pathway	ADH1A,1C,4 dimers	<http://model.geneontology.org/-743611630>	<http://purl.obolibrary.org/obo/GO_1902494>
RA_biosynthesis_pathway	CYP26A1,B1,C1	<http://model.geneontology.org/-1724244220>	<http://purl.obolibrary.org/obo/GO_1902494>
Fructose_catabolism	GAPDH tetramers	<http://model.geneontology.org/-479143597>	<http://purl.obolibrary.org/obo/GO_1902494>
Fructose_catabolism	Fructose catabolism	<http://model.geneontology.org/1915828858>	<http://purl.obolibrary.org/obo/GO_0046031>
