BP	bp_count	mf_count	complex_count	distinct_protein_count	distinct_chemical_count	distinct_cc_count	distinct_relation_count
Clearance_of_Nuclear_Envelope_Membranes_from_Chromatin	1	2	7	1	5	4	5
G2-M_Transition	1	0	0	0	0	0	0
Downregulation_of_TGF-beta_receptor_signaling	3	31	73	13	8	6	7
Biosynthesis_of_electrophilic_ω-3_PUFA_oxo-derivatives	4	19	0	2	32	3	6
Ubiquitin-dependent_degradation_of_Cyclin_D1	2	4	9	2	5	2	6
Cysteine_formation_from_homocysteine	2	4	0	4	15	1	6
Metabolism_of_proteins	1	0	0	0	0	0	0
PTK6_Regulates_Proteins_Involved_in_RNA_Processing	3	6	5	5	5	4	6
HIV_Infection	1	0	0	0	0	0	0
Organic_cation-anion-zwitterion_transport	1	0	0	0	0	0	0
Role_of_second_messengers_in_netrin-1_signaling	1	5	7	3	10	3	7
RNA_Polymerase_II_Pre-transcription_Events	1	32	106	22	8	1	6
Formation_of_the_HIV-1_Early_Elongation_Complex	1	9	24	7	5	1	6
Defective_MUTYH_substrate_binding	1	1	1	0	0	1	3
Translocation_of_ZAP-70_to_Immunological_synapse	1	7	15	4	8	2	6
HSF1_activation	2	8	12	2	0	2	6
Mucopolysaccharidoses	1	0	0	0	0	0	0
Enzymatic_degradation_of_dopamine_by_COMT	1	3	0	3	14	3	4
GRB2_events_in_ERBB2_signaling	1	7	13	0	7	3	5
Defective_ABCC8_can_cause_hypoglycemias_and_hyperglycemias	1	2	2	0	3	3	5
TP53_Regulates_Transcription_of_Caspase_Activators_and_Caspases	2	26	24	14	5	5	7
Regulation_of_ornithine_decarboxylase_(ODC)	1	4	8	3	0	1	5
Intra-Golgi_traffic	1	10	29	9	5	3	6
Lysosomal_oligosaccharide_catabolism	2	4	0	4	11	2	6
Neurofascin_interactions	1	7	9	5	5	2	6
SUMO_is_transferred_from_E1_to_E2_(UBE2I,_UBC9)	15	137	341	109	7	3	6
Activation_of_IRF3-IRF7_mediated_by_TBK1-IKK_epsilon	1	11	32	3	5	5	6
Biogenic_amines_are_oxidatively_deaminated_to_aldehydes_by_MAOA_and_MAOB	1	4	0	3	16	4	5
Phenylalanine_and_tyrosine_catabolism	1	12	0	11	32	2	6
Defective_SLC35D1_causes_Schneckenbecken_dysplasia_(SCHBCKD)	1	1	0	0	4	1	3
G_beta:gamma_signalling_through_PI3Kgamma	3	21	46	6	8	4	6
Keratinization	1	7	8	0	0	2	6
VEGFR2_mediated_cell_proliferation	4	53	88	18	22	11	7
Defective_ALG9_causes_ALG9-CDG_(CDG-1l)	1	2	0	0	4	1	3
Biosynthesis_of_maresin_conjugates_in_tissue_regeneration_(MCTR)	2	5	0	3	15	3	6
Regulation_of_cholesterol_biosynthesis_by_SREBP_(SREBF)	1	31	81	6	3	4	6
Protein-protein_interactions_at_synapses	1	0	0	0	0	0	0
Oxygen-dependent_asparagine_hydroxylation_of_Hypoxia-inducible_Factor_Alpha	1	2	3	2	8	2	6
Aflatoxin_activation_and_detoxification	4	15	10	2	24	7	6
Integrin_signaling	1	0	0	0	0	0	0
Regulation_of_Complement_cascade	3	54	120	20	5	3	8
Epigenetic_regulation_of_gene_expression	1	0	0	0	0	0	0
Acyl_chain_remodeling_of_DAG_and_TAG	1	10	6	3	19	2	6
Defective_CYP11B2_causes_Corticosterone_methyloxidase_1_deficiency_(CMO-1_deficiency)	1	3	0	0	10	1	3
PKB-mediated_events	1	0	0	0	0	0	0
AKT_phosphorylates_targets_in_the_nucleus	5	6	8	3	5	2	6
Interleukin-37_signaling	2	13	21	8	5	4	8
RHO_GTPases_Activate_NADPH_Oxidases	1	10	16	2	15	5	5
Defective_SLC12A1_causes_Bartter_syndrome_1_(BS1)	1	1	0	0	5	1	3
DNA_Damage_Bypass	1	0	0	0	0	0	0
Coenzyme_A_biosynthesis	1	10	3	7	20	7	6
Formation_of_ATP_by_chemiosmotic_coupling	7	8	16	1	14	5	5
NoRC_negatively_regulates_rRNA_expression	1	9	16	8	7	1	6
Formation_of_a_pool_of_free_40S_subunits	1	3	9	2	0	1	6
Signaling_by_FGFR_in_disease	1	0	0	0	0	0	0
RNA_Polymerase_III_Chain_Elongation	8	8	16	0	3	1	6
Butyrate_Response_Factor_1_(BRF1)_binds_and_destabilizes_mRNA	2	7	9	7	5	3	7
POLB-Dependent_Long_Patch_Base_Excision_Repair	1	11	24	6	11	2	6
Antagonism_of_Activin_by_Follistatin	1	2	4	2	0	1	4
Gap_junction_trafficking	1	0	0	0	0	0	0
DNA_Replication_Pre-Initiation	1	0	0	0	0	0	0
Metabolism_of_ingested_MeSeO2H_into_MeSeH	1	5	0	1	18	1	6
RAB_geranylgeranylation	1	5	13	3	3	1	7
The_canonical_retinoid_cycle_in_rods_(twilight_vision)	2	28	17	13	24	8	7
Retinoid_cycle_disease_events	1	11	3	5	12	5	3
Mitochondrial_Fatty_Acid_Beta-Oxidation	6	9	2	7	22	4	5
Regulation_of_KIT_signaling	1	8	16	8	5	3	5
Immunoregulatory_interactions_between_a_Lymphoid_and_a_non-Lymphoid_cell	1	44	78	37	1	6	6
Interleukin-1_signaling	1	47	118	13	5	6	6
Synthesis_of_Ketone_Bodies	1	8	0	8	19	2	6
WNT5A-dependent_internalization_of_FZD2,_FZD5_and_ROR2	1	3	7	2	0	4	5
C-type_lectin_receptors_(CLRs)	1	0	0	0	0	0	0
Defective_SLC26A3_causes_congenital_secretory_chloride_diarrhea_1_(DIAR1)	1	1	0	0	4	2	2
Biosynthesis_of_DPAn-3_SPMs	1	3	0	1	10	2	5
Tolerance_of_reactive_oxygen_produced_by_macrophages	1	9	1	6	9	3	6
MGMT-mediated_DNA_damage_reversal	3	2	0	1	0	1	6
cGMP_effects	1	5	9	0	8	3	7
Serotonin_and_melatonin_biosynthesis	1	5	1	4	18	3	6
Pausing_and_recovery_of_Tat-mediated_HIV_elongation	1	4	9	0	0	1	6
Regulation_of_beta-cell_development	1	0	0	0	0	0	0
FGFR4_ligand_binding_and_activation	1	7	15	5	7	4	5
Metalloprotease_DUBs	1	6	14	4	5	2	6
Defective_LFNG_causes_SCDO3	1	1	1	0	3	2	2
Mitochondrial_translation	1	0	0	0	0	0	0
AXIN_mutants_destabilize_the_destruction_complex,_activating_WNT_signaling	1	0	0	0	0	0	0
Signaling_by_Nuclear_Receptors	1	0	0	0	0	0	0
Positive_epigenetic_regulation_of_rRNA_expression	1	0	0	0	0	0	0
Cation-coupled_Chloride_cotransporters	1	3	2	1	5	3	4
Plus-strand_DNA_synthesis	2	6	16	0	0	2	6
GSD_0	1	1	1	0	2	1	3
Nucleotide_metabolism	1	0	0	0	0	0	0
SUMOylation_of_transcription_factors	6	15	39	14	0	1	7
Synthesis_of_12-eicosatetraenoic_acid_derivatives	2	6	1	3	15	2	6
Negative_regulation_of_TCF-dependent_signaling_by_DVL-interacting_proteins	1	2	4	2	0	1	4
Defective_SLC26A4_causes_Pendred_syndrome_(PDS)	1	1	0	0	3	1	3
Initial_triggering_of_complement	1	11	22	5	5	2	5
Mitotic_Spindle_Checkpoint	1	0	0	0	0	0	0
Defective_OPLAH_causes_5-oxoprolinase_deficiency_(OPLAHD)	1	1	0	0	7	1	3
Dissolution_of_Fibrin_Clot	1	20	29	9	3	3	7
Citric_acid_cycle_(TCA_cycle)	3	31	15	16	33	6	6
Homology_Directed_Repair	1	0	0	0	0	0	0
SUMOylation_of_DNA_methylation_proteins	1	4	13	4	0	1	7
Phosphate_bond_hydrolysis_by_NUDT_proteins	1	13	3	6	26	3	5
Defective_MAT1A_causes_Methionine_adenosyltransferase_deficiency_(MATD)	1	1	0	0	7	1	3
Signaling_by_Activin	1	23	58	14	5	5	7
XBP1(S)_activates_chaperone_genes	1	49	0	49	8	10	7
HS-GAG_biosynthesis	2	18	44	4	13	6	6
ABC-family_proteins_mediated_transport	2	17	19	9	18	10	6
Conjugation_of_benzoate_with_glycine	1	2	2	0	12	1	6
Interleukin_receptor_SHC_signaling	1	11	17	3	7	3	5
Opioid_Signalling	1	3	8	1	0	3	5
Lysosome_Vesicle_Biogenesis	1	10	28	12	9	9	6
Kandutsch-Russell_pathway	1	6	0	5	16	2	6
Regulation_of_TP53_Activity_through_Phosphorylation	2	90	76	32	8	1	8
HSF1-dependent_transactivation	1	4	4	1	5	1	7
Minus-strand_DNA_synthesis	2	9	24	1	5	1	6
NOSTRIN_mediated_eNOS_trafficking	1	5	9	5	0	4	5
Cell_surface_interactions_at_the_vascular_wall	1	41	64	35	6	5	7
Generic_Transcription_Pathway	1	4	6	22	0	1	4
Defensins	2	3	7	1	3	4	5
HDR_through_MMEJ_(alt-NHEJ)	1	10	27	4	10	1	6
MASTL_Facilitates_Mitotic_Progression	1	5	7	3	8	1	6
VEGF_ligand-receptor_interactions	1	4	8	3	0	2	5
PLC_beta_mediated_events	3	19	28	11	14	7	5
Activation_of_the_mRNA_upon_binding_of_the_cap-binding_complex_and_eIFs,_and_subsequent_binding_to_43S	5	10	29	9	6	3	7
FGFR1_mutant_receptor_activation	1	0	0	0	0	0	0
TRIF-mediated_programmed_cell_death	4	6	11	6	0	4	5
Loss_of_MECP2_binding_ability_to_the_NCoR-SMRT_complex	1	1	1	0	0	1	3
Defective_LMBRD1_causes_methylmalonic_aciduria_and_homocystinuria_type_cblF	1	1	0	0	4	1	3
Chondroitin_sulfate_biosynthesis	3	9	22	1	7	5	6
CREB3_factors_activate_genes	10	12	2	8	0	4	6
Inhibition_of_IFN-beta	2	1	0	1	0	1	4
Cellular_Senescence	1	0	0	0	0	0	0
ZBP1(DAI)_mediated_induction_of_type_I_IFNs	1	3	2	4	5	1	6
Activated_NTRK3_signals_through_PI3K	2	6	15	2	7	3	5
Diseases_of_metabolism	1	0	0	0	0	0	0
Pyruvate_metabolism	1	22	13	11	29	8	6
Inhibition_of_voltage_gated_Ca2+_channels_via_Gbeta-gamma_subunits	1	1	1	0	3	3	4
Nonsense-Mediated_Decay_(NMD)	1	0	0	0	0	0	0
The_retinoid_cycle_in_cones_(daylight_vision)	1	14	5	8	18	9	6
Intestinal_absorption	1	0	0	0	0	0	0
Tetrahydrobiopterin_(BH4)_synthesis,_recycling,_salvage_and_regulation	1	19	10	6	31	2	7
Sperm_Motility_And_Taxes	2	4	3	2	7	4	5
TRKA_activation_by_NGF	2	7	15	4	5	6	5
IRF3_mediated_activation_of_type_1_IFN	2	5	6	3	5	2	6
Loss_of_function_of_MECP2_in_Rett_syndrome	1	0	0	0	0	0	0
DARPP-32_events	2	20	36	9	12	4	8
Defective_ABCA12_causes_autosomal_recessive_congenital_ichthyosis_type_4B	1	1	0	0	7	1	3
Loss_of_proteins_required_for_interphase_microtubule_organization from_the_centrosome	1	1	2	1	0	2	3
Defective_SLC11A2_causes_hypochromic_microcytic_anemia,_with_iron_overload_1_(AHMIO1)	1	1	0	0	5	1	3
Fructose_biosynthesis	1	2	0	2	10	1	6
Activation_of_DNA_fragmentation_factor	2	14	26	3	5	4	7
Retrograde_neurotrophin_signalling	2	3	8	2	8	3	5
Inhibition_of_Signaling_by_Overexpressed_EGFR	1	2	2	1	0	3	3
Synthesis,_secretion,_and_inactivation_of_Glucagon-like_Peptide-1_(GLP-1)	2	6	10	3	0	6	6
Binding_and_Uptake_of_Ligands_by_Scavenger_Receptors	1	0	0	0	0	0	0
Regulation_of_gap_junction_activity	1	0	0	0	0	0	0
Relaxin_receptors	1	6	12	5	0	3	4
Signaling_by_FGFR1_amplification_mutants	1	5	2	2	5	2	6
Proline_catabolism	1	5	0	4	17	2	6
Apoptotic_execution_phase	5	4	7	4	0	8	7
Cell_Cycle,_Mitotic	1	0	0	0	0	0	0
Plasma_lipoprotein_remodeling	1	0	0	0	0	0	0
Biosynthesis_of_protectins	2	8	1	3	18	3	6
Intestinal_hexose_absorption	1	12	0	8	15	3	5
IKBKB_deficiency_causes_SCID	1	1	0	2	0	1	3
Clearance_of_dopamine	1	1	0	1	6	3	4
InlB-mediated_entry_of_Listeria_monocytogenes_into_host_cell	1	8	22	2	5	3	5
Vitamin_B1_(thiamin)_metabolism	1	5	1	3	12	5	6
Defective_CYP4F22_causes_Ichthyosis,_congenital,_autosomal_recessive_5_(ARCI5)	1	1	0	0	8	1	3
Nicotinamide_salvaging	2	21	2	16	43	9	6
Factors_involved_in_megakaryocyte_development_and_platelet_production	2	28	38	30	19	6	8
Deadenylation_of_mRNA	2	7	19	6	10	3	6
Passive_transport_by_Aquaporins	1	8	6	1	7	5	4
Dopamine_Neurotransmitter_Release_Cycle	2	8	17	11	17	8	7
Dectin-1_mediated_noncanonical_NF-kB_signaling	2	10	31	4	5	4	7
Constitutive_Signaling_by_AKT1_E17K_in_Cancer	4	16	11	11	6	3	6
cRNA_Synthesis	1	2	6	1	0	1	6
Translation	1	0	0	0	0	0	0
Activation_of_Matrix_Metalloproteinases	1	27	24	13	0	4	6
Transport_of_the_SLBP_independent_Mature_mRNA	4	5	15	3	0	3	6
Insulin-like_Growth_Factor-2_mRNA_Binding_Proteins_(IGF2BPs-IMPs-VICKZs)_bind_RNA	2	4	5	3	0	3	5
Prostacyclin_signalling_through_prostacyclin_receptor	1	9	22	1	6	3	5
Hyaluronan_metabolism	1	0	0	0	0	0	0
Fanconi_Anemia_Pathway	1	14	47	16	8	1	6
N-Glycan_antennae_elongation	1	6	3	3	8	2	4
Degradation_of_the_extracellular_matrix	1	44	54	20	5	3	5
Defective_B4GALT1_causes_B4GALT1-CDG_(CDG-2d)	1	1	0	0	4	1	3
S_Phase	1	0	0	0	0	0	0
Rhesus_glycoproteins_mediate_ammonium_transport.	1	5	0	3	4	3	4
Electric_Transmission_Across_Gap_Junctions	1	4	2	2	3	2	4
RORA_activates_gene_expression	1	5	6	4	0	3	7
Tandem_of_pore_domain_in_a_weak_inwardly_rectifying_K+_channels_(TWIK)	1	1	1	0	3	3	4
Defective_SLC17A5_causes_Salla_disease_(SD)_and_ISSD	1	1	0	0	6	1	3
Loss_of_Function_of_SMAD2-3_in_Cancer	1	0	0	0	0	0	0
Downregulation_of_SMAD2-3:SMAD4_transcriptional_activity	1	23	63	8	10	2	6
G2-M_DNA_replication_checkpoint	1	7	13	4	5	2	6
Cam-PDE_1_activation	1	5	5	1	10	2	7
Attachment_of_GPI_anchor_to_uPAR	1	3	2	2	10	3	5
CLEC7A-inflammasome_pathway	1	4	5	4	0	2	6
Pyrimidine_salvage	1	14	1	11	17	2	6
GRB2:SOS_provides_linkage_to_MAPK_signaling_for_Integrins	1	3	7	2	5	3	5
Defective_SLC24A5_causes_oculocutaneous_albinism_6_(OCA6)	1	1	0	0	5	2	2
TP53_Regulates_Transcription_of_Genes_Involved_in_Cytochrome_C_Release	5	38	25	22	10	7	8
MPS_IX_-_Natowicz_syndrome	1	2	0	0	5	1	3
Notch-HLH_transcription_pathway	1	1	5	2	0	1	4
Laminin_interactions	1	15	34	2	2	2	7
Innate_Immune_System	1	0	0	0	0	0	0
Assembly_of_Viral_Components_at_the_Budding_Site	9	13	0	5	0	5	6
CREB_phosphorylation	1	8	6	4	5	1	6
PRC2_methylates_histones_and_DNA	1	4	12	0	6	1	6
Metabolism_of_steroids	1	0	0	0	0	0	0
Synthesis_of_PIPs_at_the_Golgi_membrane	4	12	9	3	15	5	6
RHO_GTPases_activate_PAKs	1	30	57	11	11	3	7
Sphingolipid_de_novo_biosynthesis	1	31	20	18	42	9	6
Defective_CUBN_causes_hereditary_megaloblastic_anemia_1	1	1	1	1	0	2	2
Class_B-2_(Secretin_family_receptors)	1	9	20	6	2	3	5
Purine_salvage	1	17	3	12	24	2	6
Influenza_Infection	1	0	0	0	0	0	0
Defective_ACTH_causes_Obesity_and_Pro-opiomelanocortinin_deficiency_(POMCD)	1	1	1	1	0	2	2
Highly_calcium_permeable_postsynaptic_nicotinic_acetylcholine_receptors	1	2	3	0	5	3	5
Trafficking_and_processing_of_endosomal_TLR	1	10	9	7	5	7	6
IRAK1_recruits_IKK_complex_upon_TLR7-8_or_9_stimulation	1	5	18	0	5	4	5
EGFR_Transactivation_by_Gastrin	2	8	10	5	12	3	6
Peptide_hormone_metabolism	1	0	0	0	0	0	0
Signaling_by_Non-Receptor_Tyrosine_Kinases	1	0	0	0	0	0	0
Fructose_metabolism	1	0	0	0	0	0	0
Stimuli-sensing_channels	1	22	27	5	12	18	7
JNK_(c-Jun_kinases)_phosphorylation_and_activation_mediated_by_activated_human_TAK1	1	9	18	4	5	5	6
IRS_activation	1	7	21	0	6	3	5
Circadian_Clock	1	51	94	20	6	3	8
Defects_in_biotin_(Btn)_metabolism	1	0	0	0	0	0	0
Degradation_of_GLI2_by_the_proteasome	1	7	21	3	6	4	5
KSRP_(KHSRP)_binds_and_destabilizes_mRNA	2	6	9	5	5	3	6
Intrinsic_Pathway_of_Fibrin_Clot_Formation	3	21	31	14	2	2	7
Interactions_of_Tat_with_host_cellular_proteins	1	2	3	3	0	1	6
Constitutive_Signaling_by_Ligand-Responsive_EGFR_Cancer_Variants	1	25	60	7	9	3	7
Acetylcholine_binding_and_downstream_events	1	0	0	0	0	0	0
FGFR3c_ligand_binding_and_activation	2	8	15	7	9	6	6
Disease	1	0	0	0	0	0	0
Synthesis_of_dolichyl-phosphate-glucose	2	2	0	2	11	4	6
PI3K-AKT_Signaling	23	58	107	21	12	4	6
Termination_of_translesion_DNA_synthesis	1	13	44	6	7	1	7
Deregulated_CDK5_triggers_multiple_neurodegenerative_pathways_in_Alzheimer's_disease_models	3	20	21	18	8	7	8
FRS-mediated_FGFR2_signaling	1	15	40	3	7	3	7
Phase_I_-_Functionalization_of_compounds	1	14	3	11	49	9	6
Assembly_of_the_ORC_complex_at_the_origin_of_replication	1	7	14	7	0	1	6
Orexin_and_neuropeptides_FF_and_QRFP_bind_to_their_respective_receptors	1	4	5	6	0	2	3
APC-C:Cdc20_mediated_degradation_of_Cyclin_B	3	6	18	2	6	2	6
DDX58-IFIH1-mediated_induction_of_interferon-alpha-beta	1	8	16	8	4	2	6
Hedgehog_'off'_state	3	20	37	9	8	9	8
PTK6_Regulates_RHO_GTPases,_RAS_GTPase_and_MAP_kinases	1	25	49	15	9	4	7
Synthesis_of_IPs_in_the_nucleus	13	10	5	2	18	3	6
Synthesis_of_IP3_and_IP4_in_the_cytosol	7	22	15	4	22	5	6
Energy_dependent_regulation_of_mTOR_by_LKB1-AMPK	3	14	32	7	11	6	8
Nef_mediated_downregulation_of_CD28_cell_surface_expression	1	3	5	3	0	2	5
Cytochrome_P450_-_arranged_by_substrate_type	1	1	2	1	4	2	4
Conjugation_of_carboxylic_acids	1	0	0	0	0	0	0
Bicarbonate_transporters	1	4	3	1	6	3	4
Diseases_of_Immune_System	1	0	0	0	0	0	0
Glucagon_signaling_in_metabolic_regulation	1	12	31	3	10	4	6
Activation_of_GABAB_receptors	1	0	0	0	0	0	0
APC-C-mediated_degradation_of_cell_cycle_proteins	1	0	0	0	0	0	0
Glycogen_metabolism	1	0	0	0	0	0	0
Basigin_interactions	1	10	12	6	0	4	4
Metabolism_of_vitamin_K	1	13	0	13	13	3	6
Vitamin_B5_(pantothenate)_metabolism	2	7	4	4	16	5	6
Signaling_by_NTRK3_(TRKC)	3	2	6	0	8	3	5
Noncanonical_activation_of_NOTCH3	3	2	3	2	0	3	5
Unfolded_Protein_Response_(UPR)	1	0	0	0	0	0	0
Asymmetric_localization_of_PCP_proteins	1	8	16	6	5	5	7
Defective_CYP2R1_causes_Rickets_vitamin_D-dependent_1B_(VDDR1B)	1	1	0	0	8	2	2
Defective_CYP19A1_causes_Aromatase_excess_syndrome_(AEXS)	1	1	0	0	8	1	3
DNA_Damage-Telomere_Stress_Induced_Senescence	5	38	57	19	10	2	8
Synthesis_of_BMP	2	4	3	0	13	3	6
PTK6_Regulates_RTKs_and_Their_Effectors_AKT1_and_DOK1	1	9	13	5	5	3	6
Defective_CYP17A1_causes_Adrenal_hyperplasia_5_(AH5)	1	3	0	0	10	1	3
Lactose_synthesis	1	4	2	4	7	3	5
Fusion_and_Uncoating_of_the_Influenza_Virion	1	0	0	0	0	0	0
Josephin_domain_DUBs	1	6	9	3	5	2	6
Aquaporin-mediated_transport	1	0	0	0	0	0	0
SCN4	1	1	0	0	6	1	3
Retinoid_metabolism_disease_events	1	1	1	0	3	1	3
Interaction_between_L1_and_Ankyrins	1	4	9	1	5	2	4
Resolution_of_D-loop_Structures_through_Holliday_Junction_Intermediates	2	10	39	8	10	2	6
Degradation_of_GLI1_by_the_proteasome	1	9	27	4	6	5	5
TRAF6_mediated_NF-kB_activation	1	8	26	1	5	7	6
Adrenaline,noradrenaline_inhibits_insulin_secretion	1	6	15	0	4	3	7
Arachidonic_acid_metabolism	2	19	8	8	30	5	6
TGFBR2_Kinase_Domain_Mutants_in_Cancer	1	3	7	2	4	3	5
Cleavage_of_Growing_Transcript_in_the_Termination_Region	6	13	50	10	7	3	6
FGFR1c_ligand_binding_and_activation	1	9	19	6	7	4	7
Inhibition_of_PKR	3	2	1	2	0	1	4
Synthesis_And_Processing_Of_GAG,_GAGPOL_Polyproteins	1	1	0	1	0	1	4
Transcriptional_regulation_by_small_RNAs	1	6	13	4	0	3	6
Activated_NTRK2_signals_through_PI3K	1	2	5	0	7	3	5
Loss_of_phosphorylation_of_MECP2_at_T308	1	1	0	0	4	1	4
Biotin_transport_and_metabolism	2	12	8	5	11	5	6
Synthesis_of_bile_acids_and_bile_salts_via_27-hydroxycholesterol	5	11	5	4	22	5	6
Termination_of_O-glycan_biosynthesis	1	5	12	2	4	2	5
Metabolism_of_steroid_hormones	1	0	0	0	0	0	0
Processing_of_Capped_Intronless_Pre-mRNA	1	0	0	0	0	0	0
HDACs_deacetylate_histones	1	4	10	2	6	1	5
Dectin-2_family	1	12	26	4	7	3	6
