Reactome node type	Reactome Label	Reactome Id	Curator asserted GO types	Rule-assigned types	Inferred GO types
Molecular Function	Activation of RAC1 by the PXN:CRK complex	R-HSA-8848618 	GO_0005085: guanyl-nucleotide exchange factor activity,		GO_0005525: GTP binding,
Molecular Function	Activation of WASP/N-WASP by WIP family and SH3 domain proteins	R-HSA-2197691 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Activation of WASP and N-WASP by CDC42	R-HSA-442586 		GO_0005515: protein binding,	GO_0005546: phosphatidylinositol-4,5-bisphosphate binding,GO_0044877: protein-containing complex binding,
Complex	CDC42:GTP:p-Y-WASP/p-Y-WASL:WIP:SH3 proteins	R-HSA-2197680 			
Complex	WRC	R-HSA-2029154 			
Complex	CRKII:DOCK180:ELMO complex recruited to phagocytic cup	R-HSA-2029130 			GO_0032045: guanyl-nucleotide exchange factor complex,
Complex	G-actin	R-HSA-201857 			
Complex	clustered IgG-Ag:p-FCGRs:p-6Y-SYK:p-VAV	R-HSA-2029131 			GO_0032045: guanyl-nucleotide exchange factor complex,
Complex	Mother filament:branching complex:daughter filament	R-HSA-1861699 			
Complex	p-Y,S,T-WRC:IRSp53/58:RAC1:GTP:PIP3	R-HSA-2029148 			
Complex	SH3 domain proteins	R-HSA-2197679 			
Complex	p-VAV family:PIP3:RAC1:GTP	R-HSA-5218784 			
Complex	Activated WAVE2 and WASP/N-WASP	R-HSA-2197675 			
Complex	Mother filament:ARP2/3:actin:ADP	R-HSA-2197686 			
Complex	p-VAV family:PIP3:RAC1:GDP	R-HSA-8951587 			GO_0032045: guanyl-nucleotide exchange factor complex,
Complex	p-Y-WRC:IRSp53/58:RAC1:GTP:PIP3	R-HSA-2130182 			
Complex	Actin filament bound Myosin-X	R-HSA-1861625 			
Complex	p-SLP-76:NCK1	R-HSA-430188 			
Complex	WRC:IRSp53/58:RAC1:GTP:PIP3	R-HSA-2029147 			
Complex	CDC42:GTP:WASP/N-WASP:WIP:SH3 proteins	R-HSA-2197683 			
Complex	Mother filament:branching complex	R-HSA-2029140 			
Complex	CDC42:GTP:WASP/N-WASP	R-HSA-442584 			
Complex	p-ERK dimer	R-HSA-1268261 			GO_1902554: serine/threonine protein kinase complex,
Complex	CRK:DOCK180:ELMO1,ELMO2:VEGFA:p-6Y-VEGFR2:p-SHB:p-7Y-PTK2:SRC-1:HSP90:p-12Y-BCAR1,VEGFA:p-6Y-VEGFR2:p-SHB:p-7Y-PTK2:SRC-1:HSP90:p-Y31,Y118-PXN	R-HSA-5218776 			GO_0032045: guanyl-nucleotide exchange factor complex,
Complex	p-Y31,Y118-PXN:CRK:DOCK180:ELMO1,ELMO2	R-HSA-8848613 			GO_0032045: guanyl-nucleotide exchange factor complex,
Complex	Activated WAVE2 and WASP/N-WASP:ARP2/3 complex:G-actin	R-HSA-442565 			
Complex	WIP family proteins	R-HSA-2197678 			
Complex	p-SLP-76:NCK1:WASP	R-HSA-430186 			
Complex	Src-kinases	R-HSA-2197681 			GO_1902911: protein kinase complex,
Complex	WASP/N-WASP	R-HSA-201892 			
Complex	ARP2/3 complex (ATP bound)	R-HSA-1861670 			
Biological Process	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	R-HSA-8939242 	GO_0045616: regulation of keratinocyte differentiation,		
Molecular Function	RUNX1 binds the SOCS3 gene	R-HSA-8955748 		GO_0005515: protein binding,	GO_0098772: molecular function regulator,
Molecular Function	SERPINB13 binds cathepsin L	R-HSA-8938108 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	CBFB binds RUNX1	R-HSA-8865320 		GO_0005515: protein binding,	
Molecular Function	SERPINB13 binds CTSK	R-HSA-8938121 		GO_0005515: protein binding,	
Molecular Function	SERPINB13 gene expression is inhibited by RUNX1:CBFB	R-HSA-8938063 			
Molecular Function	RUNX1:CBFB binds the SERPINB13 gene promoter	R-HSA-8938053 		GO_0005515: protein binding,	GO_0098772: molecular function regulator,
Molecular Function	SOCS4 gene expression is inhibited by RUNX1	R-HSA-8955893 			
Molecular Function	SOCS3 gene expression is inhibited by RUNX1	R-HSA-8955885 			
Molecular Function	RUNX1 binds the SOCS4 gene	R-HSA-8955822 		GO_0005515: protein binding,	GO_0098772: molecular function regulator,
Complex	RUNX1:CBFB:SOCS4 gene	R-HSA-8955821 			
Complex	RUNX1:CBFB	R-HSA-8865330 			
Complex	RUNX1:CBFB:SOCS3 gene	R-HSA-8955750 			
Complex	RUNX1:CCND3,(CCND1,CCND2)	R-HSA-8938868 			
Complex	RUNX1:CBFB:SERPINB13 gene	R-HSA-8938054 			
Complex	Cathepsin L	R-HSA-2029110 			
Complex	SERPINB13:cathepsin L	R-HSA-8938111 			
Complex	CTSK:SERPINB13	R-HSA-8938113 			
Biological Process	Deubiquitinated PTEN translocates to the cytosol	R-HSA-6807126 		GO_0045184: establishment of protein localization,	
Biological Process	Monoubiquitinated PTEN translocates to the nucleus	R-HSA-6807105 		GO_0045184: establishment of protein localization,	GO_1990173: protein localization to nucleoplasm,
Biological Process	Regulation of PTEN localization	R-HSA-8948747 			
Molecular Function	USP7 deubiquitinates monoubiquitinated PTEN	R-HSA-6807118 	GO_0004843: thiol-dependent ubiquitin-specific protease activity,		
Molecular Function	PTEN undergoes monoubiquitination	R-HSA-6807106 	GO_0061630: ubiquitin protein ligase activity,		
Complex	Ub	R-HSA-6793517 			
Complex	XIAP,NEDD4	R-HSA-6807260 			GO_0000151: ubiquitin ligase complex,
Complex	Ub	R-HSA-68524 			
Biological Process	Nuclear Pore Complex (NPC) Disassembly	R-HSA-3301854 			
Molecular Function	CDK1 phosphorylates NUP98	R-HSA-2990882 	GO_0004693: cyclin-dependent protein serine/threonine kinase activity,		
Molecular Function	NEK6/NEK7 phosphorylates NUP98	R-HSA-2990880 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Dephosphorylation of cytoplasmic Cyclin B1/B2:phospho-Cdc2 (Thr 14, Tyr 15) complexes by CDC25B	R-HSA-170161 	GO_0004721: phosphoprotein phosphatase activity,		
Molecular Function	NEK9 phosphorylates NEK6/NEK7	R-HSA-2984258 	GO_0004674: protein serine/threonine kinase activity,		
Complex	p-3S,2T-NEK9:NEK6/NEK7	R-HSA-2980721 			GO_1902554: serine/threonine protein kinase complex,
Complex	CCNB1,CCNB2:p-T14,Y15,T161-CDK1	R-HSA-8981821 			
Complex	Nuclear Pore Complex (p-2S,3T-NUP98)	R-HSA-2990903 			
Complex	p-3S,2T-NEK9: p-S206-NEK6/ p-S195-NEK7	R-HSA-2984255 			GO_1902554: serine/threonine protein kinase complex,
Complex	p-4S,3T-NUP98	R-HSA-2990905 			
Complex	Nuclear Pore Complex (NPC)	R-HSA-157689 			
Complex	CCNB1,CCNB2:p-T161-CDK1	R-HSA-2311324 			GO_0000307: cyclin-dependent protein kinase holoenzyme complex,
Complex	p-4S,3T-NUP98	R-HSA-2990901 			
Complex	Partially Disassembled NPC	R-HSA-2990888 			
Biological Process	Fcgamma receptor (FCGR) dependent phagocytosis	R-HSA-2029480 	GO_0038096: Fc-gamma receptor signaling pathway involved in phagocytosis,		
Biological Process	Sema3A PAK dependent Axon repulsion	R-HSA-399954 			
Molecular Function	Phosphorylation of cofilin by LIMK-1	R-HSA-399950 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	PAK1 phosphorylates LIMK1	R-HSA-2029460 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Dimerization of LIMK1 by Hsp90	R-HSA-419645 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Transphosphorylation of pLIMK1	R-HSA-419644 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Activation of PAK by Rac1	R-HSA-399930 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Autophosphorylation of PAK	R-HSA-399939 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Phosphorylation of LIMK-1 by PAK	R-HSA-399952 	GO_0004674: protein serine/threonine kinase activity,		
Complex	HSP90AA1,HSP90AB1	R-HSA-419619 			
Complex	pLIMK dimer:HSP-90	R-HSA-419632 			GO_1902554: serine/threonine protein kinase complex,
Complex	Sema3A:Nrp-1:PlexinA:Rac1-GTP:PAK	R-HSA-399876 			GO_1902554: serine/threonine protein kinase complex,
Complex	PAK1,2,3 dimer	R-HSA-399856 			
Complex	Sema3A:Nrp-1:PlexinA:Rac1-GTP:pPAK	R-HSA-399874 			GO_1902554: serine/threonine protein kinase complex,
Complex	pCofilin: Active LIMK-1	R-HSA-399878 			
Complex	Sema3A:Nrp-1:pPlexinA:Fyn:Fes:Rac-1-GTP	R-HSA-399872 			
Complex	PAK1,2,3	R-HSA-390765 			
Biological Process	MAP kinase activation	R-HSA-450294 	GO_0051403: stress-activated MAPK cascade,		
Biological Process	FCERI mediated MAPK activation	R-HSA-2871796 			
Molecular Function	Recruitment of GRB2:SOS to p-10Y-NTAL	R-HSA-2730837 		GO_0005515: protein binding,	
Molecular Function	Activated JNKs phosphorylate c-JUN	R-HSA-168136 	GO_0004705: JUN kinase activity,		
Molecular Function	c-FOS activation by phospho ERK1/2	R-HSA-450325 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Phosphorylation of human JNKs by activated MKK4/MKK7	R-HSA-168162 	GO_0008545: JUN kinase kinase activity,		
Molecular Function	Activated human JNKs migrate to nucleoplasm	R-HSA-450348 		GO_0005515: protein binding,	
Molecular Function	Phosphorylation of SLP-76 by p-SYK	R-HSA-2396594 	GO_0004713: protein tyrosine kinase activity,		
Molecular Function	Formation of Activated Protein 1 (AP-1) complex. cFOS/c-JUN heterodimer.	R-HSA-450292 		GO_0005515: protein binding,	
Molecular Function	Recruitment of TEC kinases to p-SLP-76	R-HSA-2730885 		GO_0005515: protein binding,	GO_0005547: phosphatidylinositol-3,4,5-trisphosphate binding,GO_0044877: protein-containing complex binding,
Molecular Function	Phosphorylation of MEK7 by MEKK1	R-HSA-2730868 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Activated TAK1 phosphorylates MKK4/MKK7	R-HSA-450337 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Activation of RAC1 by VAV	R-HSA-2730840 	GO_0005085: guanyl-nucleotide exchange factor activity,		GO_0005525: GTP binding,GO_0044877: protein-containing complex binding,
Molecular Function	Phosphorylation of MEK4 by MEKK1	R-HSA-2730896 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Autophosphorylation and activation of MEKK1	R-HSA-2730887 	GO_0004672: protein kinase activity,		
Molecular Function	Autophosphorylation of PAK	R-HSA-2730856 	GO_0004674: protein serine/threonine kinase activity,		GO_0030295: protein kinase activator activity,
Molecular Function	Recruitment of PAK to the membrane by binding active RAC1	R-HSA-2730889 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	SOS mediated nucleotide exchange of RAS (SHC)	R-HSA-2424477 	GO_0005088: Ras guanyl-nucleotide exchange factor activity,		GO_0005525: GTP binding,GO_0044877: protein-containing complex binding,
Molecular Function	Recruitment of PLC-gamma to SLP-76 and p-5Y-LAT	R-HSA-2396606 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Interaction of GRB2:SOS complex with p-SHC1	R-HSA-2730844 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	AP-1 transcription factor binds IL1A promoter	R-HSA-4568737 		GO_0005515: protein binding,	
Molecular Function	ERK1/2-activated AP1 complex binds KDM6B promoter	R-HSA-3222533 		GO_0005515: protein binding,	
Molecular Function	Phosphorylation of SHC by SYK kinase	R-HSA-2730886 	GO_0004713: protein tyrosine kinase activity,		
Molecular Function	AP-1 transcription factor binds IGFBP7 promoter	R-HSA-3797196 		GO_0005515: protein binding,	
Molecular Function	Phosphorylated MAPKs phosphorylate ATF-2	R-HSA-168053 	GO_0004674: protein serine/threonine kinase activity,		
Molecular Function	Phosphorylation and activation of VAV	R-HSA-2730841 		GO_0005515: protein binding,	GO_0005524: ATP binding,
Molecular Function	Recruitment of VAV to p-SLP-76	R-HSA-2730892 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Phosphorylation of SLP-76 by p-SYK	R-HSA-2730851 	GO_0004713: protein tyrosine kinase activity,		
Molecular Function	Formation of Activated Protein 1 (AP-1) complex. ATF2/c-JUN heterodimer.	R-HSA-168440 		GO_0005515: protein binding,	
Molecular Function	Recruitment of GADS:SLP-76 to p-5Y-LAT	R-HSA-2396561 		GO_0005515: protein binding,	GO_0044877: protein-containing complex binding,
Molecular Function	Recruitment of GRB2:SOS to p-5Y-LAT	R-HSA-2396599 		GO_0005515: protein binding,	
Molecular Function	RAS GEFs promote RAS nucleotide exchange	R-HSA-5672965 	GO_0005088: Ras guanyl-nucleotide exchange factor activity,		GO_0005525: GTP binding,GO_0044877: protein-containing complex binding,
Molecular Function	Phosphorylation of LAT by p-SYK	R-HSA-2395801 	GO_0004713: protein tyrosine kinase activity,		
Complex	p-SHC1:GRB2:SOS	R-HSA-2685672 			
Complex	p-2S-cJUN:p-2S,2T-cFOS	R-HSA-450327 			
Complex	PLC gamma1,2	R-HSA-1169089 			
Complex	PAK dimer	R-HSA-2685646 			
Complex	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG	R-HSA-2424460 			
Complex	p21 RAS:GDP	R-HSA-109796 			
Complex	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:SLP76:PLCG	R-HSA-2396571 			
Complex	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV	R-HSA-2685668 			
Complex	GRB2-1:SOS1	R-HSA-109797 			
Complex	p21 RAS:GTP	R-HSA-109783 			
Complex	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:SLP76	R-HSA-2424464 			
Complex	Clustered p:LYN:p-FCERI:IgE:allergin:p-6Y-SYK	R-HSA-2454231 			GO_1902911: protein kinase complex,
Complex	p-MAPK8,9,10	R-HSA-450253 			GO_1902554: serine/threonine protein kinase complex,
Complex	p-5Y-LAT:p-SHC1:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:VAV:TEC kinases:PIP3	R-HSA-2685683 			
Complex	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV:RAC1-GTP	R-HSA-2685706 			
Complex	p-MAPK8,9,10	R-HSA-450226 			
Complex	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV:RAC1-GTP:PAK dimer	R-HSA-2685694 			GO_0150005: enzyme activator complex,GO_1902554: serine/threonine protein kinase complex,
Complex	MKK4, MKK7	R-HSA-450305 			
Complex	p-MAP2K4/p-MAP2K7	R-HSA-450299 			GO_1902911: protein kinase complex,
Complex	MAPK8,9,10	R-HSA-450289 			
Complex	p-2Y-PAK	R-HSA-5567354 			
Complex	TEC,BTK,ITK,(TXK)	R-HSA-2685658 			
Complex	VAV1,2,3	R-HSA-430172 			
Complex	DAP12 Receptors:p-DAP12:p-6Y-SYK	R-HSA-2395411 			GO_1902911: protein kinase complex,
Complex	Activated TAK complexes	R-HSA-772536 			GO_1902554: serine/threonine protein kinase complex,
Complex	p-5Y-LAT:p-SHC1:GRB2:SOS1	R-HSA-2424468 			GO_1905742: Ras guanyl-nucleotide exchange factor complex,
Complex	p-10Y-NTAL:p-SHC1:GRB2:SOS	R-HSA-2685692 			
Complex	p-2S-JUN:p-2S,2T-FOS:IL1A gene	R-HSA-4568738 			
Complex	p-5Y-LAT:GRB2:SOS1:GADS:p-Y113,Y128,Y145-SLP-76:PLCG1:PIP3:p-VAV	R-HSA-2685666 			GO_0032045: guanyl-nucleotide exchange factor complex,
Complex	p-T,Y MAPK dimers	R-HSA-198701 			GO_1902554: serine/threonine protein kinase complex,
Complex	p-2S-cJUN:p-2S,2T-cFOS:KDM6B Gene	R-HSA-3222535 			
Complex	p-2S-cJUN:p-2T-ATF2	R-HSA-450262 			
Complex	AP-1:IGFBP7 gene	R-HSA-3797203 			
Complex	GADS:SLP76	R-HSA-2424463 			
Biological Process	Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	R-HSA-77346 	GO_0006635: fatty acid beta-oxidation,		GO_0036112: medium-chain fatty-acyl-CoA metabolic process,GO_0006084: acetyl-CoA metabolic process,GO_0006746: FADH2 metabolic process,GO_0006734: NADH metabolic process,GO_0046443: FAD metabolic process,GO_0015936: coenzyme A metabolic process,GO_0006739: NADP metabolic process,
Biological Process	reaction:Isomerization of 3-trans-decenoyl-CoA to form trans-dec-2-enoyl-CoA: is xrefed to this process	R-HSA-109998 	GO_0006635: fatty acid beta-oxidation,		GO_0036112: medium-chain fatty-acyl-CoA metabolic process,
Biological Process	reaction:NADH enters the respiratory chain at Complex I: is xrefed to this process	R-HSA-163217 	GO_0006120: mitochondrial electron transport, NADH to ubiquinone,		GO_0018958: phenol-containing compound metabolic process,GO_0006734: NADH metabolic process,GO_0006743: ubiquinone metabolic process,
Molecular Function	Reducing equivalents from beta-oxidation of fatty acids transfer to ETF	R-HSA-169260 	GO_0009055: electron transfer activity,		
Molecular Function	Octanoyl-CoA+FAD<=>trans-Oct-2-enoyl-CoA+FADH2	R-HSA-77338 	GO_0003995: acyl-CoA dehydrogenase activity,		
Molecular Function	3-Oxodecanoyl-CoA+CoA-SH<=>Octanoyl-CoA	R-HSA-77340 	GO_0003988: acetyl-CoA C-acyltransferase activity,		
Molecular Function	NADH enters the respiratory chain at Complex I	R-HSA-163217 	GO_0008137: NADH dehydrogenase (ubiquinone) activity,		GO_0009055: electron transfer activity,
Molecular Function	(S)-Hydroxydecanoyl-CoA+NAD<=>3-Oxodecanoyl-CoA+NADH+H	R-HSA-77342 	GO_0003857: 3-hydroxyacyl-CoA dehydrogenase activity,		
Molecular Function	Isomerization of 3-trans-decenoyl-CoA to form trans-dec-2-enoyl-CoA	R-HSA-109998 	GO_0016860: intramolecular oxidoreductase activity,		
Molecular Function	trans-Dec-2-enoyl-CoA+H2O<=>(S)-Hydroxydecanoyl-CoA	R-HSA-77344 	GO_0004300: enoyl-CoA hydratase activity,		
Molecular Function	MECR dimer reduces tdec2-CoA to DEC-CoA	R-HSA-8952873 	GO_0019166: trans-2-enoyl-CoA reductase (NADPH) activity,		
Molecular Function	Decanoyl-CoA+FAD<=>trans-Dec-2-enoyl-CoA+FADH2	R-HSA-77345 	GO_0003995: acyl-CoA dehydrogenase activity,		
Molecular Function	3-Oxododecanoyl-CoA+CoA-SH<=>Decanoyl-CoA	R-HSA-77309 	GO_0003988: acetyl-CoA C-acyltransferase activity,		
Complex	COQ10A,B	R-HSA-8933103 			
Complex	ETF:FAD	R-HSA-169267 			GO_1902494: catalytic complex,
Complex	Complex I	R-HSA-6799192 			GO_0030964: NADH dehydrogenase complex,
Complex	Trifunctional Protein	R-HSA-77267 			GO_1990234: transferase complex,GO_0036125: fatty acid beta-oxidation multienzyme complex,
Complex	ETF:FADH2	R-HSA-169268 			
Biological Process	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	R-HSA-159854 	GO_0017187: peptidyl-glutamic acid carboxylation,		
Biological Process	The citric acid (TCA) cycle and respiratory electron transport	R-HSA-1428517 	GO_0044237: cellular metabolic process,		
Biological Process	reaction:5'- incision of DNA by ERCC1:ERCC4 in GG-NER: is xrefed to this process	R-HSA-5690990 	GO_0006295: nucleotide-excision repair, DNA incision, 3'-to lesion,		
Biological Process	reaction:TFIIH binds GG-NER site to form a verification complex: is xrefed to this process	R-HSA-5691000 	GO_0006294: nucleotide-excision repair, preincision complex assembly,		
Biological Process	reaction:ERCC2 and ERCC3 DNA helicases form an open bubble structure in damaged DNA: is xrefed to this process	R-HSA-5690996 	GO_0000717: nucleotide-excision repair, DNA duplex unwinding,		
Biological Process	reaction:Recruitment of XPA and release of CAK: is xrefed to this process	R-HSA-5689861 	GO_0006294: nucleotide-excision repair, preincision complex assembly,		
Biological Process	Formation of Incision Complex in GG-NER	R-HSA-5696395 			
Biological Process	reaction:Formation of the pre-incision complex in GG-NER: is xrefed to this process	R-HSA-5689317 	GO_0006294: nucleotide-excision repair, preincision complex assembly,		
Biological Process	reaction:Binding of ERCC1:ERCC4 (ERCC1:XPF) to pre-incision complex in GG-NER: is xrefed to this process	R-HSA-5690991 	GO_0006293: nucleotide-excision repair, preincision complex stabilization,		
